,name,address
635,서울강남구세곡자곡점,서울 강남구 자곡로
636,서울양천구신월점,서울 양천구 신월로
637,경기남양주시진접지구점,경기 남양주시 진접읍 해밀예당로
638,강원화천군사내점,강원 화천군 사내면 사내로
639,경기파주시선유점,경기 파주시 문산읍 독서울길
640,경기안양시평촌2호점,경기 안양시 동안구 관평로
641,경남창원시양덕1호점,경남 창원시 마산회원구 양덕북길
642,부산기장군기장점,부산 기장군 기장읍 차성로
643,광주광산구우산소촌점(B),광주 광산구 무진대로
644,경북구미시원호도량1동점,경북 구미시 고아읍 문장로
645,"
",강원철원군지경리점
646,충북청주시용암점,충북 청주시 상당구 낙영로
647,경남거제시중곡점,경남 거제시 중곡로
648,경기성남시상대원점,경기 성남시 중원구 박석로
649,경기군포시대야미점,경기 군포시 대야로
650,"
",충남보령시대천해수욕장점
651,충북제천시청전점,충북 제천시 의림대로 31길
652,경기동두천시송내지구점,경기 동두천시 동두천로
653,경기남양주시창현점,경기 남양주시 화도읍 수레로
654,서울마포구성산점,서울 마포구 월드컵북로
655,"
",충남서산시성연점
656,서울양천구화곡3동점,서울 양천구 월정로
657,서울강동구길동1점,서울 강동구 진황도로
658,충남당진군당진점,충남 당진시 교동길
659,대전중구중촌목동점,대전 중구 목동로
660,경북상주시함창점,경북 상주시 함창읍 함창시장길
661,강원춘천시석사점,강원 춘천시 우석로
662,경기포천시신읍리점,경기 포천시 왕방로
663,인천부평구부개점,인천 부평구 길주남로
664,전북군산시소룡산북점,전북 군산시 동아로
665,경남창원시팔용점,경남 창원시 의창구 남산로
666,서울동대문구회기점,서울 동대문구 회기로
667,경기안산시일동점,경기 안산시 상록구 식물원로
668,대전서구가장내동점,대전 서구 도솔로
669,"
",경기가평군현리점
670,충북보은군보은점,충북 보은군 보은읍 삼산로
671,서울구로구오류1점,서울 구로구 부일로
672,경기안성시죽산점,경기 안성시 죽산면 중부길
673,충북충주시건대점,충북 충주시 충열길
674,경기광명시광명사거리점,경기 광명시 오리로
675,전남담양군담양점,전남 담양군 담양읍 죽향대로
676,전북정읍시수성점,전북 정읍시 수성로
677,경기고양시백마점,경기 고양시 일산동구 경의로
678,대구달서구신당점,대구 달서구 신당로
679,전북완주군혁신점,전북 완주군 이서면 안전로
680,경북영주시풍기점,경북 영주시 풍기읍 동성로
681,대구수성구황금점,대구 수성구 청수로
682,부산연제구연산토곡점,부산 연제구 과정로
683,경남창원시용원점,경남 창원시 진해구 안골로
684,부산금정구구서1점,부산 금정구 금강로
685,경기평택시이충장당점,경기 평택시 이충로
686,대구달성군구지점,대구 달성군 구지면 창리중앙길
687,서울송파구거여점,서울 송파구 성내천로
688,경기안양시관양비산점,경기 안양시 동안구 평촌대로
689,경남김해시팔판점,경남 김해시 팔판로
690,인천계양구계산중앙점(B),인천 계양구 게양대로
691,부산사하구당리점,부산 사하구 제석로
692,부산서구부민충무점,부산 서구 구덕로
693,강원철원군동송점,강원 철원군 동송읍 금학로
694,부산부산진구양정점,부산 부산진구 범양로
695,강원춘천시칠전송암점,강원 춘천시 옛경춘로
696,경남창원시가음점,경남 창원시 성산구 가양로
697,경기시흥시거모점(B),경기 시흥시 한우물로
698,경기시흥시배곧1점,경기 시흥시 배곧4로
699,경기부천시송내점,경기 부천시 소사구 송내대로
700,경기이천시아미점,경기 이천시 부발읍 경충대로
701,충북음성군감곡점(B),충북 음성군 감곡면 장감로
702,경기과천시과천1점,경기 과천시 별양로
703,"
",경남산청군덕산점
704,충남홍성군내포신도시점,충남 홍성군 홍북면 의향로
705,대전동구한남대막시무스점,대전 대덕구 한남로
706,서울송파구잠실1점,서울 송파구 올림픽로
707,전남순천시금당지구점,전남 순천시 해룡면 조례못등길
708,대전서구행복점,대전 서구 정림서로
709,전남순천시조례점,전남 순천시 비봉길
710,"
",전북무주군무주스키점
711,대구동구신암동점,대구 동구 신암로
712,부산부산진구범천점,부산 부산진구 신암로
713,경남창원시반송1호점,경남 창원시 의창구 외동반림로
714,경북김천시김천1점,경북 김천시 김천로
715,경남창원시도계점,경남 창원시 의창구 원이대로
716,충북괴산군괴산점,충북 괴산군 괴산읍 읍내로
717,충북청주시내수점,충북 청주시 청원구 내수읍 은곡묵방길
718,대구달서구송현점,대구 달서구 월배로
719,경남사천시사천점(B),경남 사천시 사천읍 읍내로
720,충북청주시강내점,충북 청주시 흥덕구 강내면 월곡길
721,부산동구초량점,부산 동구 초량북로
722,경기고양시덕이점,경기 고양시 일산서구 탄중로
723,서울영등포구영등포점,서울 영등포구 영신로
724,경기화성시동탄청계점,경기 화성시 동탄치 동천로 3길
725,서울도봉구쌍문점,서울 도봉구 노해로
726,세종시한솔동세종첫마을점,세종시 누리로
727,"
",경남김해시한림점
728,경남창녕군창녕점,경남 창녕군 창녕읍 창녕대로
729,제주제주시일도점,제주 제주시 청귤로
730,경기의정부시금오지구점,경기 의정부시 청사로
731,서울양천구양천구청점,서울 양천구 목동남로
732,경기의정부시장암점,경기 의정부시 장곡로
733,서울구로구구로테크노마트점,서울 구로구 새말로
734,전남장흥군장흥점,전남 장흥군 장흥읍 북부로
735,경기파주시금촌2동점,경기 파주시 황골로
736,경기부천시원종점,경기 부천시 오정구 소사로
737,부산해운대구재송반여점,부산 해운대구 재송2로
738,서울광진구화양점,서울 광진구 아차산로
739,경기용인시풍덕천점,경기 용인시 수지구 풍덕천로
740,전남목포시석현점(B),전남 목포시 텃골로
741,전북군산시중앙점,전북 군산시 중앙로
742,전남목포시하당2점,전남 목포시 삼향천로
743,대구서구내당대신동점,대구 서구 달서로
744,서울중랑구망우점,서울 중랑구 용마산로
745,전북군산시옥서점,전북 군산시 옥서면 옥구저수지로
746,서울강동구둔촌점,서울 강동구 천호대로
747,충남논산시연무점,충남 논산시 연무읍 연무로
748,경남하동군하동점,경남 하동군 하동읍 중앙로
749,서울서초구반포2점,서울 서초구 강남대로
750,인천서구신현점(B),인천 서구 율도로
751,"
",충북충주시충주3점
752,대구수성구범어점,대구 수성구 범어로
753,충남천안시병천북면점,충남 천안시 동남구 충절로
754,서울송파구풍납점,서울 송파구 풍성로
755,서울강북구삼각산점,서울 강북구 삼양로
756,인천부평구청천점,인천 부평구 마장로
757,인천남구주안2점,인천 남구 인주대로
758,"
",제주제주시봉개점
759,서울동대문구용두1호점,서울 동대문구 정릉천동로
760,"
",대구동구효목점
761,경기수원시율천점,경기 수원시 장안구 율전로
762,광주북구일곡점,광주 북구 송해로
763,경기안양시박달점,경기 안양시 만안구 양화로
764,대구달서구두류광장점,대구 달서구 야외음악당로
765,충남부여군부여점,충남 부여군 부여읍 사비로
766,제주서귀포시중문점,제주 서귀포시 천제연로
767,울산북구아진점,울산 북구 아진로
768,서울서대문구남가좌점,서울 서대문구 증가로
769,경기여주시여주점,경기 여주시 여흥로
770,전남여수시여서점,전남 여수시 대치길
771,제주제주시조천함덕점,제주 제주시 조천읍 함덕길
772,충남공주시중동점(B),충남 공주시 웅진로
773,인천계양구작전점,인천 계양구 주부토로
774,전북군산시조촌점,전북 군산시 진포로
775,경기안산시월피점,경기 안산시 상록구 예술광장로
776,서울서초구서초1호점,서울 서초구 효령로
777,대구북구복현검단점,대구 북구 경진로
778,부산남구용호행복점,부산 남구 동명로
779,서울성동구행당1점,서울 성동구 왕십리로길
780,경기포천시양문점,경기 포천시 영중면 양문로
781,경기고양시행신3점,경기 고양시 덕양구 화신로
782,인천부평구십정점,인천 부평구 열우물로
783,경기파주시문산점,경기 파주시 문산읍 문향로
784,경북봉화군봉화점,경북 봉화군 봉화읍 내성로
785,경북경산시옥산정평점,경북 경산시 대학로
786,인천부평구부평롯데점,인천 부평구 경원대로
787,경기포천시송우점,경기 포천시 소흘읍 봉솔로길
788,전북군산시수송점,전북 군산시 동수송3길
789,서울서대문구이대역점,서울 서대문구 연세로
790,경기성남시태평점,경기 성남시 수정구 탄리로
791,경기고양시대화점,경기 고양시 일산서구 강성로
792,부산동래구온천점,부산 동래구 차밭골로
793,서울도봉구신창점,서울 도봉구 덕릉로
794,경기시흥시오이도역점,경기 시흥시 함송로
795,전북정읍시시기점,전북 정읍시 천변로
796,전북전주시아중점,전북 전주시 덕진구 동가재미길
797,전남여수시엑스포점,전남 여수시 동문로
798,서울금천구가산독산1동점,서울 금천구 가산로
799,서울강동구암사2점,서울 강동구 고덕로
800,경남함양군함양점,경남 함양군 함양읍 용평3길
801,제주제주시도남점,제주 제주시 독짓골길
802,강원원주시무실점,강원 원주시 섬밭들길
803,서울서초구서초중앙점,서울 서초구 서초중앙로
804,서울구로구근린공원점,서울 구로구 고척로
805,강원정선군정선점,강원 정선군 정선읍 봉양길
806,인천부평구부일점,인천 부평구 경인로
807,경기성남시동판교점(B),경기 성남시 분당구 동판교로
808,서울송파구잠실본점,서울 송파구 백제고분로
809,서울구로구고척스카이돔점,서울 구로구 경인로 430
810,울산남구야음2점,울산 남구 신선로
811,경남창원시중앙여좌점,경남 창원시 진해구 편백로
812,서울금천구독산점,서울 금천구 남부순환로
813,경기성남시서현점(B),경기 성남시 분당구 중앙공원로
814,서울동작구대방점,서울 동작구 등용로
815,서울은평구신사점,서울 은평구 증산로
816,강원원주시태장점,강원 원주시 북원로
817,광주광산구첨단1호점,광주 광산구 산월로
818,서울강동구명일점(B),서울 강동구 동남로
819,강원평창군진부점,강원 평창군 진부면 진부중앙로
820,서울중랑구면목3점,서울 중랑구 용마산로
821,서울동대문구전농2점,서울 동대문구 답십리로
822,경남창원시월영점,경남 창원시 마산합포구 월영북로
823,강원춘천시퇴계점,강원 춘천시 춘주로
824,경기양주시은현점,경기 양주시 은현면 은현로
825,서울강남구청담점,서울 강남구 삼성로
826,울산중구우정점,울산 중구 유곡로
827,서울서대문구연희점,서울 서대문구 연희로
828,충북청주시용담광장점,충북 청주시 상당구 산성로
829,"
",강원인제군현리점
830,인천계양구계양점,인천 계양구 임학서로
831,경기수원시매탄권선점,경기 수원시 영통구 권선로
832,경북칠곡군오태북삼점,경북 칠곡군 북삼읍 금오대로
833,경남함안군함안점,경남 함안군 가야읍 함안대로
834,경기수원시구운탑동점,경기 수원시 권선구 구운로
835,경기용인시동백지구점,경기 용인시 기흥구 평촌2로
836,충북음성군금왕점(B),충북 음성군 금왕읍 무극로
837,서울광진구어린이대공원점,서울 광진구 광나루로
838,광주북구동림점,광주 북구 동림용산로
839,충남아산시온천점,충남 아산시 문화로
840,"
",경남창원시북면온천점
841,"
",강원동해시망상점
842,경기안양시평촌1호점,경기 안양시 동안구 달안로
843,충북청주시용암2점(B),충북 청주시 상당구 중고개로
844,부산사하구구평감천점,부산 사하구 서포로30번길
845,서울구로구신도림점,서울 구로구 신도림로
846,서울강서구가양1점(B),서울 강서구 양천로
847,경기남양주시별내2호점,경기 남양주시 두물로
848,경기구리시교문점,경기 구리시 안골로
849,대구동구율하점,대구 동구 율하동로
850,인천계양구동양점,인천 계양구 당미길
851,전남순천시중앙점,전남 순천시 장명로
852,경북경주시안강점,경북 경주시 안강읍 구부랑길
853,서울양천구신정점,서울 양천구 신목로
854,경기고양시화정1점,경기 고양시 덕양구 화중로
855,충남예산군삽교점,충남 예산군 삽교로
856,부산해운대구송정점,부산 해운대구 송정해변로
857,인천남동구간석점(B),인천 남동구 구월로
858,경기광명시광명KTX역점,경기 광명시 덕안로
859,서울강서구까치산점,서울 강서구 강서로
860,"
",경남의령군의령점
861,부산사상구학장엄궁점,부산 사상구 학감대로
862,서울양천구신월2점,서울 양천구 오목로
863,전남광양시광영점,전남 광양시 금영로
864,서울동대문구전농점,서울 동대문구 전농로
865,경기남양주시평내점,경기 남양주시 경춘로
866,"
",강원철원군내대리점
867,울산남구옥동점,울산 남구 문수로
868,경남거제시장승포점,경남 거제시 장승포로
869,강원화천군화천점,강원 화천군 화천읍 중앙
870,서울관악구관악구청점,서울 관악구 쑥고개로
871,부산강서구명지국제신도시점,부산 강서구 명지국제8로 234
872,전북익산시동산점,전북 익산시 서동로
873,대전유성구테크노점,대전 유성구 관들길
874,강원춘천시효자점,강원 춘천시 서부대성로
875,광주광산구산정점,광주 광산구 하남대로
876,서울동대문구휘경1점,서울 동대문구 한천로
877,경기의왕시부곡점,경기 의왕시 부곡중앙남길
878,충남천안시쌍봉점,충남 천안시 서북구 봉서길
879,대전대덕구법동점,대전 대덕구 계족로
880,경기고양시행신2점,경기 고양시 덕양구 무원로
881,대구동구불로봉무점,대구 동구 팔공로길
882,부산남구대연못골점,부산 남구 진남로
883,광주광산구신가점,광주 광산구 신창로
884,경북김천시신음삼락점,경북 김천시 시청로
885,대구북구사수금호점,대구 북구 한강로
886,경남진주시망경점,경남 진주시 진주대로
887,전북전주시동산점,전북 전주시 덕진구 쪽구름길
888,경북포항시대이점,경북 포항시 남구 대이로
889,울산남구야음점,울산 남구 수암로
890,경기용인시죽전1호점,경기 용인시 수지구 푸른솔로
891,서울성북구장위2동점,서울 성북구 돌곶이로
892,전남완도군완도점,전남 완도군 완도읍 개포로
893,충남천안시성환점,충남 천안시 서북구 성환읍 신선동길
894,대구북구동서변점,대구 북구 서변로
895,인천중구운서점,인천 중구 영종대로
896,서울성북구보문점,서울 성북구 보문로
897,경북경산시하양점,경북 경산시 하양읍 하양역길
898,경기부천시고강점,경기 부천시 오정구 역곡로
899,경북포항시청하점,경북 포항시 북구 청하면 청하로
900,대구수성구수성점(B),대구 수성구 신천동로
901,경기의정부시의정부1점,경기 의정부시 호국로
902,경남창원시사파점,경남 창원시 성산구 동산로
903,대구북구칠곡1점,대구 북구 대천로
904,경남양산시석산점(B),경남 양산시 동면 금오12길
905,경북영주시휴천점,경북 영주시 대학로
906,서울강남구수서점,서울 강남구 광평로
907,서울강서구등촌3동점,서울 강서구 공항대로
908,울산북구화봉점(B),울산 북구 두부곡14길
909,경남창원시창동점,경남 창원시 마산합포구 남성로
910,서울영등포구여의도점,서울 영등포구 의사당대로
911,경기화성시봉담점,경기 화성시 봉담읍 오래길
912,충남보령시대천점,충남 보령시 대천로
913,충북청주시청대점,충북 청주시 청원구 상당로
914,경기의왕시내손동점,경기 의왕시 복지
915,경기수원시정자1동점,경기 수원시 장안구 대평로
916,전북익산시함열점,전북 익산시 함열읍 함열중앙로
917,전남영암군삼호점,전남 영암군 삼호읍 대불주거로
918,서울은평구구산점,서울 은평구 갈현로
919,경남김해시삼계점,경남 김해시 가야로
920,전남목포시하당1점,전남 목포시 백년대로
921,서울중구중림점,서울 중구 중림로
922,경기고양시신원점,경기 고양시 덕양구 권율대로
923,경기수원시고색오목점,경기 수원시 권선구 고산로
924,충북청주시오창점,충북 청주시 청원구 오창읍 연구단지로
925,경기광명시하안점,경기 광명시 하안로
926,"
",충북충주시칠금점
927,대구달서구대곡역점,대구 달서구 비슬로
928,"
",경북김천시아포점
929,울산남구달동점,울산 남구 신정로
930,광주서구금호점,광주 서구 금화로
931,제주서귀포시대정점,제주 서귀포시 대정읍 하모항구로6번길
932,강원양구군양구점,강원 양구군 양구읍 중앙길
933,대구북구관음읍내동점,대구 북구 칠곡중앙대로
934,부산사하구다대1점,부산 사하구 윤공단로
935,경북경산시서부백천점,경북 경산시 경산로
936,경남남해군남해점,경남 남해군 남해읍 화전로
937,경기남양주시호평점,경기도 남양주시 천마산로
938,경남김해시동상점,경남 김해시 구지로
939,서울마포구상암점(B),서울 마포구 월드컵북로
940,인천동구동인천송현점,인천 동구 화도로
941,충남아산시음봉점,충남 아산시 음봉면 음봉로
942,"
",전남구례군구례지리산온천점
943,경기가평군청평점,경기 가평군 청평면 잠곡로
944,서울종로구종로점,서울 종로구 수표로
945,경기남양주시덕소2호점,경기 남양주시 와부읍 수레로
946,강원춘천시강북점,강원 춘천시 충열로
947,충남천안시쌍용1점,충남 천안시 서북구 쌍용길
948,경남사천시삼천포점,경남 사천시 벌리로
949,"
",경남김해시진례점
950,전북전주시효자점,전북 전주시 완산구 강변로
951,경기포천시이동점,경기 포천시 이동면 성장로
952,대구동구신천동점,대구 동구 국채보상로
953,부산영도구남항점,부산 영도구 남항로
954,경기양주시송추점,경기 양주시 장흥면 호국로
955,인천동구송림점,인천 동구 동산로
956,경남통영시북신점,경남 통영시 북신동 해미당길
957,충남아산시용화점,충남 아산시 시민로
958,서울송파구오금점(B),서울 송파구 마천로
959,부산북구금곡점,부산 북구 효열로
960,서울송파구문정장지점,서울 송파구 새말로
961,부산북구만덕점,부산 북구 덕천로
962,강원홍천군홍천점,강원 홍천군 홍천읍 갈마로
963,경기양주시백석점,경기 양주시 백석읍 호명로
964,서울종로구광화문점(B),서울 종로구 사직로
965,서울마포구마포역점,서울 마포구 새창로
966,대전대덕구신탄진점,대전 대덕구 신탄진동로
967,부산금정구서동점,부산 금정구 서동로
968,광주서구풍암점,광주 서구 풍암신암로
969,서울성북구동소문점,서울 성북구 아리랑로
970,서울서대문구홍은1점,서울 서대문구 간호대로
971,경북울진군백암점,경북 울진군 온정면 소태로
972,울산남구삼산점,울산 남구 왕생로86번길
973,서울양천구신정1동점,서울 양천구 은행정로
974,서울강남구역삼1점,서울 강남구 논현로
975,전북김제시김제점,전북 김제시 동서로
976,경북포항시달전점,경북 포항시 북구 흥해읍 도음로
977,부산사하구괴정행복점,부산 사하구 사리로
978,부산서구대신점,부산 서구 망양로
979,전남나주시나주혁신도시점,전남 나주시 빛가람로
980,서울마포구홍대역점,서울특별시 마포구 동교로
981,경기광명시철산점,경기 광명시 도덕공원로
982,인천부평구갈산점(B),인천 부평구 굴포로
983,경북경주시건천점,경북 경주시 건천읍 대곡용명길
984,강원철원군와수리점,강원 철원군 서면 와수로
985,전북익산시영등점,전북 익산시 고봉로
986,경기안성시중앙대점(B),경기 안성시 대덕면 중앙대학로
987,전북무주군무주점,전북 무주군 무주읍 단천로
988,전남광양시중동점,전남 광양시 광장로
989,서울광진구군자송정점,서울 광진구 동일로
990,서울양천구목4동점,서울 양천구 목동중앙서로
991,"
",경북영덕군영해점
992,경기남양주시다산진건점,경기 남양주시 다산순환로
993,광주북구중흥점,광주 북구 용봉로
994,경기안산시사동점,경기 안산시 상록구 감골2로
995,강원횡성군횡성점,강원 횡성군 횡성읍 읍하로
996,경남창원시감계점,경남 창원시 의창구 북면 감계로
997,서울동작구중대점,서울 동작구 흑석로
998,경기용인시용인1호점,경기 용인시 처인구 중부대로
999,경기용인시보라점,경기 용인시 기흥구 한보라로
1000,"
",충북음성군맹동점
1001,대전대덕구송촌점(B),대전 대덕구 송촌북로
1002,울산중구반구점,울산 중구 염포로
1003,"
",충남홍성군홍성점
1004,인천중구하늘도시점,인천 중구 하늘달빛로
1005,충남서산시읍내점,충남 서산시 부춘로
1006,대구달서구용산1점,대구 달서구 와룡로
1007,서울영등포구신길점,서울 영등포구 가마산로
1008,충남천안시신방통정점,충남 천안시 동남구 풍세로
1009,경남창원시남문점,경남 창원시 진해구 웅천동로
1010,"
",제주제주시한림점
1011,충북음성군음성점,충북 음성군 음성읍 시장로
1012,강원삼척시교동점,강원 삼척시 정상로
1013,강원태백시태백점,강원 태백시 황지로
1014,강원양양군양양점,강원 양양군 양양읍 양양로
1015,인천연수구옥련점(B),인천 연수구 한나루로
1016,경기김포시마송점,경기 김포시 통진읍 조강로
1017,전북전주시호성점,전북 전주시 덕진구 소리로
1018,경남창원시회원점,경남 창원시 마산회원구 북성로
1019,인천서구청라1호점,인천 서구 청라라임로
1020,인천계양구효성점(B),인천 계양구 새벌로
1021,경기광주시양벌점,경기 광주시 오포읍 양벌로
1022,경기수원시신영통점,경기 수원시 영통구 태장로
1023,전남고흥군녹동점,전남 고흥군 도양읍 비봉로
1024,강원춘천시교동후평점,강원 춘천시 성심로
1025,전남나주시나주점,전남 나주시 나주로
1026,충북청주시율량점,충북 청주시 청원구 공항로
1027,부산남구문현점,부산 남구 고동골로
1028,인천남동구만수1점,인천 남동구 하촌로
1029,대구남구봉덕점,대구 남구 봉덕로
1030,서울강서구화곡1동점,서울 강서구 가로공원로
1031,경기광명시소하점,경기 광명시소하로
1032,울산남구신정점,울산 남구 월평로
1033,서울용산구원효점,서울 용산구 새창로길
1034,경기부천시소사점,경기 부천시 소사구 은성로
1035,울산울주군남창점,울산 울주군 온양읍 연안길
1036,서울동대문구신이문점,서울 동대문구 한천로
1037,"
",충북음성군생극점
1038,대구북구만평점,대구 서구 서대구로
1039,"
",경기안성시홍익점
1040,전북전주시전주대점,전북 전주시 효자로
1041,경기고양시관산점,경기 고양시 덕양구 통일로
1042,인천부평구산곡점,인천 부평구 화랑남로
1043,충남공주시신관점,충남 공주시 번영로
1044,서울관악구봉천중앙점,서울 관악구 남부순환로
1045,경기성남시구미점,경기 성남시 분당구
1046,부산동구범일점,부산 동구 자성로
1047,경기안양시호계오전점,경기 안양시 동안구 포도원로
1048,경기양주시덕정점,경기 양주시 화합로
1049,경기안산시중앙점(B),경기 안산시 단원구 예술대학로
1050,전북익산시부송점,전북 익산시 부송로
1051,전남순천시연향점,전남 순천시 연향상가3길
1052,충북음성군삼성점(B),충북 음성군 삼성면 덕정로
1053,제주서귀포시표선점,제주 서귀포시 표선면 표선동서로
1054,서울마포구망원점,서울 마포구 포은로
1055,서울강남구논현1점,서울 강남구 강남대로
1056,서울송파구가락2점,서울 송파구 송이로
1057,경기수원시연무점(B),경기 수원시 장안구 연무로
1058,충북충주시충주1점,충북 충주시 금제길
1059,"
",충북충주시신니면점
1060,"
",경기부천시범박점
1061,전남여수시국동점,전남 여수시 구봉산길
1062,강원원주시오크밸리점,강원도 원주시 지정면 오크밸리1길
1063,충북청주시사천점,충북 청주시 청원구 새터로
1064,인천남동구구월점,인천 남동구 용천로
1065,"
",경기광주시오포2호점
1066,경기시흥시은행점,경기 시흥시 은행로
1067,경북안동시옥동송현점,경북 안동시 광명로
1068,"
",경북경주시황성점
1069,서울구로구남구로점,서울 구로구 도림로
1070,인천남동구논현점,인천 남동구 논곡로
1071,경북경산시영대점,경북 경산시 대학로
1072,경기부천시여월점,경기 부천시 오정구 삼작로
1073,울산동구전하점,울산 동구 진성길
1074,충북단양군매포읍점,충북 단양군 매포읍 단양로
1075,경기광주시태전점,경기 광주시 태봉로
1076,충남계룡시계룡점,충남 계룡시 엄사면 번영로
1077,경기고양시라페스타점,경기 고양시 일산동구 무궁화로
1078,경기포천시일동점,경기 포천시 일동면 화동로
1079,경기시흥시정왕점,경기 시흥시 정왕천로
1080,충남천안시안서점,충남 천안시 동남구 중암샛길
1081,경기수원시권선점(B),경기 수원시 권선구 권중로
1082,부산영도구동삼점,부산 영도구 동삼로
1083,울산동구남목점,울산 동구 미포길
1084,인천서구당하점,인천 서구 원당대로
1085,경기부천시상동북부점,경기 부천시 원미구 송내대로
1086,"
",강원화천군산양리점
1087,경기평택시지산점,경기 평택시 지산로
1088,경기오산시운암1점,경기 오산시 운천로
1089,경남양산시서창점,경남 양산시 삼호동부길
1090,부산동래구사직1점,부산 동래구 사직북로
1091,경남김해시진영점,경남 김해시 진영읍 장등로
1092,전북군산시나운1점,전북 군산시 신설길
1093,광주광산구선운점,광주 광산구 선운중앙로
1094,서울관악구봉천점,서울 관악구 은천로
1095,경기양평군한화리조트점,경기 양평군 옥천면 신촌길
1096,부산해운대구해운대중동점,부산 해운대구 좌동순환로
1097,대구달성군화원점,대구 달성군 화원읍 화암로
1098,경기고양시가좌점,경기 고양시 일산서구 가좌로
1099,경기안양시석수점,경기 안양시 만안구 석천로
1100,전북전주시서신점,전북 전주시 완산구 서신로
1101,인천연수구동춘점,인천 연수구 먼우금로
1102,경기수원시조원점,경기 수원시 장안구 조원로
1103,부산연제구거제점,부산 연제구 월드컵대로
1104,경기평택시세교점,경기 평택시 세교상가길
1105,경기화성시향남2지구점,경기 화성시 향남읍 한절이길
1106,경기양평군양평점,경기 양평군 양평읍 양근로
1107,경북포항시죽도점,경북 포항시 북구 중흥로
1108,광주북구신안점,광주 북구 중가로
1109,대구달서구성서점,대구 달서구 선원로
1110,경남창원시소답점,경남 창원시 의창구 읍성로
1111,경남거창군거창1점,경남 거창군 거창읍 아림로
1112,"
",강원양구군동면점
1113,경북포항시장성점,경북 포항시 북구 법원로
1114,인천연수구연수2동3동점,인천 연수구 샘말로
1115,경기부천시원미점,경기 부천시 원미구 조마루로
1116,서울광진구중곡2점,서울 광진구 동일로
1117,경남진주시가호점,경남 진주시 개양로
1118,경기성남시위례중앙점,경기 성남시 수정구 위례서일로 3길
1119,경기김포시양곡점,경기 김포시 김포한강로
1120,충북진천군광혜원점(B),충북 진천군 광혜원면 화랑1길
1121,경남양산시범어점,경남 양산시 물금읍 화합길
1122,경기시흥시목감점,경기 시흥시 논곡길
1123,제주서귀포시서귀포2호점,제주 서귀포시 장수로
1124,경기연천군대광리점,경기 연천군 신서면 연신로
1125,강원고성군고성간성점,강원 고성군 간성읍 간성로
1126,충북진천군진천점,충북 진천군 진천읍 중앙서로
1127,경기수원시인계점,경기 수원시 팔달구 장다리로
1128,"
",경남양산시어곡점
1129,경북경주시동천점,경북 경주시 동천로
1130,경북구미시선산점,경북 구미시 선산읍 남문로
